0,1,2
0.5257,1.5739,0.583
-0.6752,-1.4018,-0.4385
0.1545,0.9402,0.0113
1.092,0.1733,-0.6794
-0.9471,0.1011,-0.0417
-0.0915,1.4616,0.7539
1.6197,1.2397,-0.3341
0.8544,-0.6204,-0.2156
-0.8726,0.6083,0.796
-0.514,-1.4664,1.6422
-0.6507,0.0071,-0.2909
-1.1935,0.3202,0.1602
-0.2497,-0.1466,0.3208
0.3586,1.1827,0.7635
0.6626,-1.2306,-2.4336
0.4686,0.5917,1.8224
0.7229,-0.4976,-1.1288
-0.9462,-0.2802,0.1809
-1.2552,0.7436,-0.5337
-1.2707,1.5845,0.088
0.0384,-0.4386,0.1169
-0.1945,0.3965,0.8941
-1.0658,0.0195,-1.887
0.5518,1.2746,0.8666
-1.4546,-0.586,1.627
1.6029,0.8935,-1.2896
0.6119,-0.0114,-1.4516
0.3206,-1.3512,-0.6374
-1.2214,-0.9076,-0.2816
0.103,0.4088,0.7381
0.2223,-1.4318,-0.864
0.9241,0.7908,-0.8493
0.1395,1.1691,-0.5436
0.3367,-0.6667,-0.2511
0.1996,-1.1662,-0.8713
-0.2427,-0.3686,0.1327
1.7742,1.124,-0.2086
-0.3073,0.4979,0.6897
-0.7971,-0.1766,-0.9224
-1.1768,1.0923,0.99
-0.9135,0.8557,-2.2552
-0.5963,0.1012,-0.628
0.5081,0.0703,1.3763
-0.3532,-0.6322,1.1108
-0.7661,1.5552,-0.3394
0.6497,0.2334,1.2434
-0.0356,-0.0653,1.4501
-0.8689,-0.5009,0.4824
-0.8265,0.0377,0.3984
0.1587,-1.1562,0.4662
