0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.557,0.9933,0.6503,0.7667,0.5465,0.6502,0.9223,0.7629,0.8804,0.6924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.691,0.8,0.8348,0.5378,0.8949,0.9663,0.9371,0.8764,0.6383,0.6772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9683,0.5335,0.951,0.514,0.8411,0.6275,0.9452,0.885,0.9541,0.8715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9991,0.6534,0.8104,0.5832,0.9471,0.9863,0.5573,0.7543,0.7257,0.9137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5332,0.6119,0.9692,0.8624,0.9205,0.6128,0.9761,0.6554,0.7557,0.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7823,0.7646,0.9948,0.9696,0.9658,0.6114,0.5279,0.8943,0.527,0.9914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8865,0.904,0.7492,0.5349,0.6556,0.6643,0.6435,0.5856,0.6394,0.7271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6293,0.8535,0.5112,0.9278,0.6994,0.7892,0.6898,0.553,0.9418,0.5748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9146,0.6826,0.6866,0.5223,0.6218,0.5385,0.9948,0.6358,0.9049,0.5206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6067,0.8409,0.6543,0.9713,0.5281,0.8535,0.7845,0.6984,0.9874,0.7387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5613,0.6406,0.665,0.903,0.667,0.8972,0.8997,0.9926,0.5822,0.9236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.738,0.9183,0.6961,0.646,0.5854,0.5514,0.5253,0.8017,0.8458,0.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5716,0.8521,0.5361,0.9148,0.5339,0.9076,0.9638,0.5152,0.6544,0.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.907,0.6887,0.7105,0.5436,0.9851,0.6854,0.9024,0.8315,0.9358,0.8631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.673,0.7977,0.7435,0.9715,0.9053,0.8401,0.6665,0.7462,0.5866,0.5228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7588,0.7754,0.5415,0.5647,0.6848,0.8984,0.5726,0.9509,0.9237,0.6851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5829,0.85,0.9723,0.8312,0.8623,0.5105,0.5414,0.6765,0.8953,0.8173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5972,0.5347,0.5566,0.5026,0.6759,0.7542,0.8319,0.6551,0.5546,0.8272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9684,0.8244,0.7434,0.8259,0.5061,0.8484,0.5095,0.9857,0.8334,0.7589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5058,0.634,0.8809,0.7309,0.6833,0.9267,0.8796,0.9219,0.5885,0.7038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7971,0.7416,0.9057,0.8514,0.5506,0.7897,0.6156,0.8998,0.7757,0.9388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9061,0.8433,0.838,0.7642,0.8257,0.7225,0.759,0.7783,0.6477,0.7545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7583,0.6093,0.864,0.5946,0.9808,0.8263,0.9395,0.509,0.6275,0.9192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.666,0.5995,0.888,0.9056,0.9788,0.573,0.5567,0.5297,0.777,0.5396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5576,0.7664,0.9647,0.5454,0.643,0.8162,0.5614,0.7249,0.8285,0.5229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6648,0.7395,0.8586,0.9011,0.9377,0.7568,0.5518,0.5855,0.6045,0.7973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5201,0.9469,0.8347,0.998,0.8168,0.594,0.6849,0.9417,0.6861,0.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7182,0.7492,0.6306,0.5524,0.9942,0.6314,0.9739,0.7865,0.7802,0.6801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8096,0.932,0.6372,0.5779,0.8471,0.5488,0.9125,0.7262,0.5987,0.9436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7048,0.5033,0.8471,0.8244,0.7451,0.5448,0.7422,0.6655,0.9293,0.8617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8859,0.6597,0.9046,0.9602,0.851,0.7801,0.8899,0.9195,0.5698,0.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9832,0.5313,0.6154,0.5472,0.7334,0.9194,0.6693,0.6543,0.9074,0.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7721,0.6565,0.8469,0.5401,0.6576,0.9295,0.7687,0.8106,0.8739,0.6521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8296,0.5658,0.9354,0.5339,0.7813,0.6553,0.5651,0.9802,0.731,0.9166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9051,0.7238,0.9335,0.8168,0.5316,0.5478,0.862,0.7509,0.6662,0.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7717,0.5936,0.9308,0.5588,0.5252,0.6763,0.5926,0.7964,0.883,0.8448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8888,0.8349,0.8159,0.7993,0.6987,0.5202,0.708,0.8632,0.6911,0.9281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5889,0.9807,0.9752,0.52,0.5831,0.9032,0.5971,0.7978,0.8913,0.6304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8406,0.6525,0.7772,0.9937,0.7269,0.8253,0.5213,0.5341,0.5563,0.7784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5628,0.9099,0.8365,0.8475,0.6957,0.5101,0.923,0.902,0.8154,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8939,0.588,0.7332,0.6763,0.657,0.5033,0.7784,0.9936,0.7414,0.7475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7035,0.6874,0.7841,0.872,0.7162,0.5199,0.699,0.7924,0.7751,0.6551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8113,0.6283,0.7272,0.7917,0.5144,0.6924,0.6639,0.7841,0.6499,0.6336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99,0.5323,0.6999,0.7232,0.7115,0.6179,0.6505,0.6188,0.6948,0.7009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5723,0.8865,0.6251,0.9926,0.6106,0.7312,0.8455,0.5372,0.8324,0.9563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7151,0.8653,0.8864,0.645,0.5984,0.9346,0.632,0.8529,0.6419,0.5089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6494,0.7209,0.9233,0.9483,0.5632,0.955,0.6603,0.8034,0.8616,0.7906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6935,0.9963,0.948,0.8203,0.736,0.67,0.7505,0.9855,0.7987,0.8049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7431,0.6657,0.5019,0.7597,0.5746,0.9502,0.6435,0.8942,0.6196,0.6153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5459,0.6774,0.5257,0.7423,0.6449,0.805,0.5735,0.7633,0.5772,0.5225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.959,0.9935,0.8153,0.5113,0.8033,0.971,0.7059,0.7559,0.6066,0.5309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.514,0.9776,0.5923,0.9025,0.8506,0.9262,0.9263,0.8229,0.7793,0.8051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9602,0.5855,0.9505,0.8858,0.8184,0.7395,0.7024,0.7734,0.9358,0.9062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7162,0.8766,0.6061,0.9727,0.6048,0.7589,0.5874,0.5175,0.7138,0.9481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8098,0.9791,0.6076,0.8619,0.9815,0.9804,0.5303,0.5988,0.6982,0.7009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8236,0.7199,0.884,0.5021,0.9832,0.5127,0.9324,0.9375,0.6392,0.7192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6168,0.5263,0.6319,0.9708,0.9262,0.8216,0.6801,0.5094,0.6609,0.9471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9584,0.93,0.9598,0.5726,0.9355,0.8526,0.5552,0.8875,0.5601,0.7014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7852,0.6221,0.9527,0.9836,0.7814,0.9264,0.5691,0.6554,0.9837,0.7574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5116,0.879,0.9986,0.5902,0.7923,0.7784,0.738,0.7476,0.7189,0.9557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.517,0.8167,0.9526,0.9856,0.9493,0.8302,0.8189,0.9075,0.8485,0.8849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7866,0.7867,0.7095,0.949,0.87,0.8522,0.7136,0.5367,0.9376,0.7988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9904,0.6548,0.9701,0.9338,0.969,0.8945,0.8371,0.5015,0.894,0.8002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9769,0.7071,0.5214,0.9508,0.5209,0.5773,0.6154,0.9584,0.645,0.6595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8633,0.6281,0.6211,0.828,0.6565,0.7892,0.8727,0.8329,0.8508,0.8384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8512,0.6453,0.8269,0.6499,0.848,0.8412,0.9811,0.5953,0.8901,0.6088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8996,0.7271,0.9882,0.6883,0.824,0.8787,0.7569,0.931,0.9866,0.5904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8721,0.7264,0.7052,0.5938,0.7567,0.7565,0.5283,0.9586,0.902,0.6968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7621,0.5279,0.9857,0.8866,0.8735,0.6641,0.8331,0.6747,0.6195,0.8759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6751,0.8032,0.7164,0.5408,0.828,0.513,0.9076,0.9667,0.9781,0.8347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7163,0.7251,0.5587,0.9134,0.564,0.7398,0.7654,0.9755,0.711,0.8918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7986,0.6732,0.796,0.6879,0.9683,0.6693,0.6297,0.7426,0.8186,0.9662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.918,0.7917,0.9744,0.7079,0.9785,0.8505,0.6829,0.9177,0.6399,0.8843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8284,0.624,0.7091,0.928,0.7831,0.8312,0.5114,0.8351,0.6762,0.6424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5808,0.7741,0.7749,0.9518,0.9976,0.6023,0.9973,0.8402,0.6042,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6818,0.5072,0.5201,0.5201,0.6611,0.6016,0.8489,0.5099,0.9194,0.8481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9806,0.6078,0.7499,0.7812,0.7859,0.7722,0.85,0.8277,0.9118,0.7433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6895,0.5545,0.9542,0.7546,0.6635,0.6822,0.7572,0.7284,0.7759,0.6794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5424,0.5553,0.6257,0.812,0.6822,0.8592,0.7982,0.5387,0.9161,0.9059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.816,0.6282,0.9147,0.6219,0.5714,0.5063,0.7524,0.7062,0.8694,0.8553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5558,0.6855,0.8164,0.7461,0.8262,0.9599,0.9675,0.5685,0.5679,0.9371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5864,0.5609,0.5395,0.5482,0.7875,0.9107,0.913,0.9433,0.5012,0.8854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9075,0.5756,0.8267,0.716,0.6148,0.7642,0.6083,0.5067,0.8425,0.6624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8421,0.7212,0.8482,0.7559,0.5915,0.8648,0.8404,0.9925,0.7793,0.8495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6961,0.6208,0.7753,0.9017,0.5193,0.8738,0.6642,0.7926,0.6212,0.6607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6316,0.5023,0.9647,0.7809,0.6814,0.9512,0.8618,0.5264,0.9441,0.7807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6508,0.5808,0.9069,0.7516,0.78,0.6546,0.7171,0.5413,0.7086,0.5576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5233,0.6477,0.6793,0.898,0.5563,0.8014,0.9439,0.7739,0.8953,0.9778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8727,0.7506,0.9773,0.96,0.6178,0.5892,0.5963,0.566,0.8367,0.9192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6943,0.7058,0.5601,0.8006,0.8673,0.6124,0.8426,0.7452,0.5046,0.5475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8819,0.8366,0.7811,0.9435,0.731,0.6031,0.7254,0.9394,0.9304,0.8991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9248,0.9507,0.9845,0.8191,0.9924,0.6455,0.6758,0.5842,0.8707,0.7535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8242,0.8588,0.9218,0.6424,0.5782,0.9466,0.9029,0.6655,0.7034,0.5941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9042,0.6805,0.8001,0.7902,0.9772,0.8159,0.8457,0.8875,0.8278,0.7647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9055,0.762,0.8646,0.7947,0.6883,0.8231,0.9986,0.9992,0.9651,0.6361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.614,0.669,0.7012,0.9043,0.8587,0.6274,0.8701,0.9406,0.7706,0.9831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.912,0.5981,0.5851,0.6206,0.9018,0.8521,0.9463,0.8169,0.7772,0.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8845,0.6777,0.8397,0.7047,0.6513,0.7565,0.6899,0.6074,0.8188,0.8603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7502,0.6853,0.6333,0.6168,0.8965,0.6098,0.6912,0.9967,0.5325,0.5449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8466,0.7602,0.9573,0.854,0.8581,0.6708,0.7762,0.7235,0.5563,0.6033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
