0,1,2
-0.8841,-0.3772,0.4073
-0.6773,1.29,-1.7341
0.0774,-0.7043,-0.39
1.759,-0.7236,-1.0468
0.5232,1.6198,-1.1224
0.0005,0.8117,-1.6068
-1.508,0.0653,-2.9502
-0.9082,-0.8883,-0.5729
0.1562,0.58,1.2456
-0.9118,-1.0531,2.1429
-0.584,-2.0766,0.5223
-0.8072,-0.225,-0.1021
-2.9125,0.1948,0.2156
-1.7607,0.385,0.4271
-1.0507,-0.3229,-1.4482
0.9684,1.6967,-0.4697
0.0923,1.1428,-0.361
1.4079,0.3327,-0.115
-1.1845,1.4396,2.0321
-0.7341,0.515,-1.4151
-0.0007,0.441,-0.308
0.3568,-0.4168,1.8541
0.6115,0.9708,0.343
0.4337,0.3024,0.8969
1.4604,-0.1663,-0.752
-0.1205,-0.5444,2.061
0.6997,0.0231,1.5876
-0.7415,0.0794,0.5065
0.2107,0.8722,-1.0311
0.3379,1.0935,-0.2548
-2.0013,0.0582,-0.1925
0.8546,1.3269,0.7434
-1.7436,0.6004,-0.0523
-0.8765,-0.8027,0.5013
-0.7865,-1.1094,-1.1536
3.068,-1.1491,-0.9496
-0.9836,-0.7638,-1.0929
0.1115,0.4794,-0.9948
2.1995,0.0426,0.061
-0.4833,0.5068,-0.6084
-0.152,-0.4091,-0.309
-1.5963,-1.3218,-0.1395
0.2876,0.7417,-1.7048
-0.0769,-0.0722,0.7023
0.2856,-0.4272,0.6452
0.8671,-2.3807,-0.3449
-0.2707,-0.2069,-0.5727
-0.3386,0.2567,0.7949
-0.8185,0.5212,0.4882
-0.2505,0.42,-0.8194
0.567,-2.0951,1.0432
-0.778,2.1958,-0.3283
-1.1241,1.0156,0.0015
-0.4533,0.354,1.6511
0.5233,-0.1089,-0.4822
-0.0747,-0.472,1.7133
-0.2139,-0.6101,-0.4977
-0.2688,-0.8876,-0.0532
-0.3434,-0.8237,-0.4954
0.802,2.3827,-1.9265
-0.3804,-0.4552,-2.5039
-0.8932,-0.1017,-1.3395
0.1949,0.3748,0.3243
1.2869,0.6806,-0.4401
-1.512,1.6269,0.543
0.4493,1.1509,1.8075
-2.6364,-0.5911,1.5091
2.0007,1.4913,0.8812
-0.1055,-1.1848,1.1468
0.7259,-0.0605,-0.7924
0.5847,-0.097,0.773
-0.4044,0.1316,0.7334
-1.0534,-1.2292,-0.3218
-0.0262,-0.4644,-0.4192
-0.4644,-0.3571,0.1031
-0.5292,1.8297,0.0938
1.2096,-0.5849,-0.1398
0.937,1.0089,-0.9477
-0.8239,0.1671,-1.7557
0.4055,-0.3777,-0.9517
-0.7577,0.0769,-0.3216
0.0288,-1.0697,-0.1241
-0.9833,0.5035,0.8002
0.7941,-0.1901,-1.0032
-2.31,-0.0749,-0.8421
-0.2882,1.2124,1.6932
-0.2468,-0.4739,0.114
1.0618,-0.6412,0.4649
0.3273,2.0025,-0.3502
0.5888,1.8239,1.1411
-0.8386,0.165,0.9505
1.3152,0.2887,-0.0406
-1.9205,0.5011,-1.931
-0.622,-0.2022,-0.5654
-1.5722,1.2994,0.0169
-0.2785,-1.7481,-0.632
0.3352,2.0101,1.1471
-0.7193,-1.621,-1.6877
-0.0987,1.7428,-0.4972
-0.4865,-2.118,-1.2573
0.0797,0.6281,-0.4599
0.1835,-1.152,1.2974
-2.6142,-1.5698,-0.3046
-0.7031,0.2251,-0.3842
0.1676,-0.9383,2.0629
-2.4238,1.1485,-0.7512
-0.0705,0.4677,-0.2252
-0.4089,-0.6325,-1.4639
-1.2251,-0.8731,0.6322
-0.0191,-0.1271,0.2912
1.0343,-0.9895,1.3271
-1.1412,-0.1619,-0.4777
0.2173,-1.0282,1.157
-0.4852,-0.0284,-0.7564
-1.1251,-1.0677,-0.2675
1.1554,0.1276,-1.1499
-0.1904,0.3642,2.0655
0.2707,-0.9609,1.0865
-0.4412,-1.5192,-0.2542
-0.4821,-1.7134,-2.9602
0.1331,-1.3584,0.4051
1.3101,0.7704,-0.0777
1.1242,-0.8438,-0.0923
-0.54,-2.41,-0.9681
-0.2852,0.4727,-0.958
1.2724,-1.0873,-0.1484
0.1334,-1.2667,-0.3729
-1.6951,-1.4217,-0.5477
-1.001,-0.4938,0.5625
-1.7261,1.2725,-0.5325
-1.7902,-0.0389,0.1427
2.7915,1.4964,-0.5568
0.15,0.6459,0.8663
1.6398,0.0767,-0.3814
0.2099,-2.8332,-1.3009
0.3426,0.3159,1.2133
2.0345,0.3885,0.3451
-0.2092,-0.2455,-0.2253
-1.6665,-1.3242,0.7733
1.0347,0.183,-0.0048
0.0037,1.7576,1.0854
-0.4742,0.6621,-2.4304
0.165,0.7387,-0.3011
-0.5555,-1.0996,-0.2948
-0.2482,1.8764,0.7681
-1.0567,-2.1447,0.8952
0.1931,2.0542,-0.5719
-1.1372,-1.3478,1.7622
-0.3513,1.809,-0.3183
0.3964,1.0495,-1.4187
-0.8624,-0.7402,-0.2333
0.8583,1.3764,-0.4629
-0.0926,0.1557,0.8462
-1.8444,-1.0764,-1.671
0.0584,0.4523,1.714
-0.1842,1.239,0.1101
0.6572,0.0596,-0.7402
0.7053,1.6209,-0.2193
1.0694,0.0239,-0.4863
0.9852,-0.2637,0.9081
-0.0215,-0.6647,-1.6957
1.1619,-0.2406,-0.7015
1.1094,1.0391,-0.4879
0.7251,0.2075,-1.1325
-0.9887,1.1091,-0.1625
-0.8813,0.7703,-0.1754
0.3055,1.008,0.0779
0.2421,-0.2405,-0.8806
-0.1387,1.6382,0.1099
-0.8185,0.298,0.3938
1.1277,0.0299,1.0447
