0,1,2
-0.6863,-0.4272,-0.5188
-0.0357,-0.6074,-1.2525
0.6813,-0.8568,-0.3974
0.516,-0.259,0.1779
2.3372,-0.7778,1.1692
-0.6345,0.7961,0.4029
0.6144,-1.2611,0.8095
1.1932,0.1057,-1.5432
0.1141,0.3954,-2.5332
0.4862,1.3258,1.0317
0.8814,-0.1005,-0.516
0.6084,-0.297,-0.3029
-1.1551,-0.3107,0.0697
0.0259,0.165,-1.3944
0.977,0.5835,0.0657
0.6116,-0.4439,-0.576
0.3443,-2.2833,1.1954
1.1225,0.6043,0.1697
1.7771,0.8747,2.3302
-1.5429,-0.197,-1.3752
-1.1758,0.3786,-1.5049
-0.7545,0.3417,-0.9416
1.3761,0.743,-1.0304
-0.3945,2.4815,-0.3548
-0.1992,-1.5003,0.8892
1.0109,0.7013,0.5277
0.0126,-0.9309,-0.095
-0.6758,-0.5967,-0.3355
-0.1949,0.5171,-0.6117
0.5264,-0.5069,-1.657
1.2606,-1.8485,1.5654
0.1,1.6499,2.2382
0.4511,-1.546,-0.2621
-1.6123,-1.8548,-0.2352
0.5441,0.0582,-1.4239
0.5586,-1.4788,-1.2552
-0.3078,-2.1002,-0.4607
1.1801,-1.1062,-1.5787
-0.7914,0.4508,-1.5338
-0.0267,0.4086,0.1175
-2.3084,0.2727,0.4436
0.6392,2.0303,-1.5519
-0.1974,0.0801,1.7148
0.9427,-0.4748,-2.4624
-1.5097,-1.2661,-0.4541
0.0867,-0.7511,0.563
-1.1547,0.1509,0.0949
0.1362,-0.3032,-0.1214
0.4963,-1.7892,0.7838
0.6395,2.2244,1.1876
1.3736,0.3371,-0.6398
-0.0583,0.2298,1.0954
-1.0043,-0.8594,-1.3472
0.3634,-0.5586,0.2455
-0.3677,0.3925,0.0145
-0.8103,-0.4992,0.4854
1.8101,1.0894,0.154
-1.398,-0.2701,0.186
-0.023,0.908,1.5832
-1.394,-1.575,0.0855
1.4844,0.1004,1.0685
-0.2387,1.0981,-0.2365
0.2265,0.1184,1.1325
1.0507,0.7615,0.2908
0.2926,0.2616,-0.2911
0.1386,0.6532,0.5679
-0.6613,0.321,-0.9169
-1.2133,-0.2602,0.4115
0.1566,-0.2228,-0.1879
-0.4989,0.0714,-0.2302
0.8463,0.3665,-1.719
0.5333,1.224,-0.9543
1.1821,-1.3248,-0.7937
-1.0178,2.7625,-0.5904
-0.1214,1.0243,-0.2304
0.8135,1.0594,0.7829
-1.4273,-1.4903,0.2396
0.682,0.1397,-0.2915
0.7788,-0.7443,-0.5236
-1.2987,0.432,-0.4184
0.7385,0.0317,0.6775
0.365,0.0025,-1.3545
0.2875,0.6542,0.1823
-0.8289,-1.119,0.4396
0.4353,1.0961,0.3581
1.0866,0.6474,0.5194
0.2617,0.4746,0.3454
1.5879,-0.1831,-1.3519
0.6211,0.0586,0.0879
-1.1646,-0.1542,1.145
0.2903,0.5268,0.2539
-1.1409,-0.8947,1.1461
-0.3577,-0.0695,-0.2597
0.3749,-0.699,1.3531
1.3549,1.5774,0.0414
0.9333,1.4555,-1.0492
0.5684,-0.2596,-0.7093
0.2907,0.5875,-1.6282
0.2953,-1.0648,-1.4308
0.4047,0.4516,2.1341
-0.3398,1.5518,-0.6926
-0.0946,1.0196,1.5365
0.7943,-0.8292,-0.6195
-0.8724,-0.5677,1.2627
-0.6999,1.4914,0.3135
-0.7383,1.9624,0.7584
0.1554,1.2874,1.3129
0.2932,0.0417,-1.1659
1.2456,0.4095,0.7029
0.5163,0.0138,-1.1065
-0.6048,0.2354,-1.1641
1.54,-0.4528,0.6448
0.8582,-0.1504,-0.9348
-0.6805,0.609,1.2374
-0.981,-0.3525,-0.2309
1.3372,-1.16,2.6086
-0.7335,-0.889,0.8743
1.186,-0.3806,0.2684
0.1883,-0.3694,0.184
-0.2282,1.1461,1.7642
-0.403,-1.6743,0.6952
0.1655,-0.6844,-1.0328
0.8305,-0.7809,-0.416
-1.0445,-0.7033,0.2232
-1.0514,-0.2363,0.2335
0.8275,0.5068,0.376
1.2202,-1.0826,-0.4493
0.3638,0.2376,1.0536
0.6542,-1.5388,-0.4398
0.7444,1.1273,-2.0805
2.2226,0.5394,-1.4196
-1.4693,0.6098,-1.3968
0.2579,-1.4982,-0.7332
-0.2924,-0.6539,1.8796
-0.3143,-1.1586,-1.8172
1.4906,-0.0432,-0.9502
-0.6117,0.5593,0.4753
-2.893,0.5658,1.852
-1.091,-0.7179,2.6197
0.5305,-0.8766,1.7572
1.7358,-0.1821,-2.1527
1.8282,0.5544,0.5538
-0.8722,-0.428,0.4219
-0.6391,-2.0069,-0.1408
0.8776,-0.425,-0.6707
0.607,0.9032,-0.4146
-1.4953,0.8256,1.2883
-1.2453,-0.961,0.9283
2.338,1.3323,0.8764
1.3604,0.373,-1.1436
0.5044,2.3402,-0.2023
-0.2189,2.7556,-1.4224
0.6521,1.564,-0.8462
-0.4284,-0.5314,1.0998
-0.2439,-0.8675,0.4098
-0.002,1.0511,-1.0925
0.95,0.8034,1.2624
0.6633,-1.0307,-0.4116
0.811,-1.6978,0.376
-1.3392,-0.8507,-0.3379
-0.3546,-1.8297,0.1541
0.2172,0.4162,-0.9867
-1.9512,0.4825,-1.0627
-1.3744,-0.1196,0.3273
-0.7388,-0.0794,-1.0799
-1.6347,-1.3966,0.0298
0.0631,-1.1803,-2.0238
-1.5286,1.245,-0.0738
-0.4702,-0.6605,0.9643
-0.1965,0.2692,-1.7278
-1.4367,-2.2486,0.6167
-0.0307,0.7,0.6181
0.0716,-0.0655,0.2854
-0.2751,-0.4224,-0.3461
0.7826,-0.2805,0.9592
1.135,-1.3772,-0.1076
0.1344,0.4563,1.2964
0.2524,0.0103,0.9001
-0.175,-0.9735,-0.09
-1.5816,0.7654,-1.1647
-1.2316,0.6522,1.2193
0.6425,-0.9286,1.1279
0.6125,0.7755,0.4488
-0.8976,0.7382,1.4355
0.0662,0.9221,-0.556
0.4509,-1.7925,-1.5651
-0.7543,1.0102,-0.6456
1.2593,1.4092,-0.4804
-1.1724,0.2628,-0.4587
-1.0706,1.3,-0.0206
-1.1484,0.6742,0.2178
1.3164,0.3612,-0.6457
1.6649,0.0887,0.3885
0.9308,-0.1091,-0.816
1.2718,1.0631,0.7137
0.0062,0.1037,0.3024
-0.5314,-1.468,-1.8669
-0.8985,0.8526,0.9506
0.0615,-0.5979,0.6608
0.8664,1.4609,-1.1528
