0,1,2
0.3926,-1.4135,0.4043
-0.6712,0.5023,0.0145
1.7102,1.095,-0.489
0.5034,0.7044,0.9069
-0.455,2.382,-1.9247
0.6501,1.3391,1.1582
0.6717,1.0773,-1.129
-1.2464,0.2834,0.222
1.7649,-0.6972,0.3465
0.9016,-1.7298,0.7738
2.8204,1.2079,0.2549
-1.3851,-0.6194,-0.1651
0.2126,0.6962,-1.0775
0.3615,-1.1136,-0.7134
0.8217,-0.9709,1.1796
-1.1805,1.1308,-0.6761
-1.03,1.2901,-1.4435
0.4881,0.3163,0.3818
-0.072,-0.5618,-1.247
-0.7765,0.6054,-1.5794
-0.5924,0.2609,1.4592
-1.0992,0.3372,0.7594
0.2054,-0.8731,0.1184
0.4802,2.2905,-0.9121
-2.943,0.0206,0.757
0.1044,-0.4436,-0.8613
0.2062,0.5694,0.9818
-0.3317,0.1057,-0.1853
-1.3529,-0.5316,0.2132
0.7788,-1.8476,-0.4536
0.1278,-0.7802,2.7625
-1.3864,-0.5815,1.077
-0.6644,-0.8068,-1.5697
1.7568,0.284,1.3321
0.1931,1.763,0.7773
-0.7522,-0.0807,-0.5081
-0.2032,-1.0306,-0.9157
0.3051,-1.6565,0.6355
0.1152,-0.1215,1.4622
-0.2648,-1.0313,-0.5939
-1.2632,1.9375,-0.552
-0.6352,0.0725,0.1601
2.5073,-0.1523,-0.1223
1.1846,-0.1152,0.5374
0.7034,0.1199,0.7318
-1.0478,0.4037,-0.1871
1.2181,-1.6139,-0.8827
0.8421,0.0939,0.7901
0.5343,1.0798,-1.4189
0.9614,-1.163,0.6777
