0,1,2
0.5606,-3.3229,-0.5029
-0.7425,-0.4126,-0.8174
1.0402,0.8185,0.0735
0.525,-1.6391,1.2521
1.2047,-1.7312,0.2702
-1.5362,-0.9116,-0.7889
0.6098,2.0824,0.7653
0.1556,-0.3593,-0.2479
0.2034,0.0722,-0.5363
0.312,-0.265,0.4103
-0.8358,1.186,0.5071
0.5487,1.4914,0.1388
-0.2825,1.2238,0.3023
-1.9715,0.2316,-0.6075
1.5561,0.2017,0.3113
-0.8711,0.0848,-0.6986
-0.6524,-0.9654,-0.7962
0.2666,0.6803,-1.156
-1.5883,-0.4389,0.6413
0.3837,-2.0341,0.0587
-0.2718,0.7115,-0.042
0.521,-1.5482,0.5454
-0.9139,1.6222,0.5802
-0.1002,1.3526,-0.3975
-0.0837,-0.5536,-0.5787
-0.1792,-1.2991,-0.0548
0.7802,0.198,0.4622
-0.0788,0.4113,-1.2925
0.0358,-0.9156,-1.5092
-1.0566,-0.3474,1.9756
0.7204,-0.5392,-0.2972
-1.9377,-0.773,-0.1656
0.0611,1.1669,-1.8409
-0.3284,1.3739,1.0099
1.0471,-1.6898,1.4712
-1.4432,-1.1624,0.6779
-0.4179,-1.5555,0.0356
0.3855,-1.3929,-1.0793
-0.2495,1.2025,-0.0887
-1.0293,0.9258,-0.1722
-0.1933,-0.6968,1.435
1.5167,0.3059,-0.7173
1.255,0.063,-0.3008
0.5123,2.2918,-1.3954
-1.0882,-1.1747,1.7996
-1.0336,-1.1535,1.9865
-1.0935,-0.6291,1.3507
0.7304,-1.6577,-2.2641
-0.3432,1.5421,-0.4113
1.2158,-0.041,-0.9556
-0.1297,-0.6319,0.3845
1.5336,0.74,-0.8077
-0.9362,-0.6448,-1.2814
-1.4079,-0.6082,0.8624
-1.3552,0.1068,0.4356
-2.4094,0.2219,-0.3879
0.1758,-0.7968,0.2057
0.0593,1.6342,0.2772
0.5567,1.257,1.3405
-0.4723,0.7085,-1.347
1.673,1.2511,-1.4354
-2.0901,0.4176,1.8432
0.2614,-1.1653,-0.8958
-2.041,-0.0903,0.1784
1.1814,-1.7641,-1.1626
0.2618,0.3295,2.9142
0.9798,-0.3654,1.4148
-0.0553,0.93,-0.1279
0.49,1.0951,-0.9845
0.2892,-0.722,-2.0927
1.1899,0.9806,-0.9877
0.624,-0.7689,-0.8973
0.3119,0.1667,-1.2593
-0.4108,0.4974,-0.2696
1.0245,-1.4402,0.1616
-1.1784,0.1576,-0.2519
-0.2705,-0.6454,0.6679
-1.2523,-1.8263,-1.2677
0.5446,0.0999,-1.2387
0.1206,-0.1777,-0.703
0.5778,0.5945,0.9746
0.8846,0.1331,0.2051
-1.1895,-0.6742,-0.0335
0.5264,-1.5796,0.3063
-1.3176,0.4904,0.212
-0.3534,-0.4222,0.2137
-0.9441,-0.7031,-0.6893
0.0236,0.7041,-1.2289
-1.562,0.873,0.4034
-0.274,-0.8877,0.1239
-0.0156,0.6748,0.4163
-1.223,0.1953,-0.8981
0.1496,2.3905,0.5502
0.4022,-1.1436,0.0366
0.7404,-0.2126,0.1953
-0.2289,1.4925,1.1228
-1.4964,-0.021,-0.0797
1.0411,-1.1585,1.6265
-0.3873,0.5404,0.3397
-0.104,-2.4226,1.2105
