0,1,2
-0.518,0.2166,0.5931
1.1643,-0.0673,0.7696
0.7051,1.1095,-1.7724
0.0319,0.797,0.6845
-1.5457,-0.7089,3.2198
0.9576,0.9403,-0.0519
-0.4538,1.6264,1.7216
0.7227,-1.003,0.7781
-1.0975,0.6352,-0.7291
1.4978,-0.4387,1.4671
0.4828,0.0027,1.3885
-1.1019,1.2428,-0.3873
0.97,-0.2184,-0.0154
0.0116,0.4248,-0.2816
0.0827,0.7901,-0.5679
1.1328,0.2225,-0.0459
-0.4169,-0.8708,-1.4426
1.0262,1.403,-0.1696
1.0252,0.8224,2.158
-1.0867,-0.3764,-0.2413
-0.0392,-0.0247,-1.4234
-1.2995,-1.9798,0.339
0.8361,-0.2885,0.1941
0.5049,-0.3932,-0.5921
-0.6643,-1.114,0.897
-0.8329,0.2096,0.2881
0.7534,0.0692,1.5545
-1.0316,0.0196,0.762
-0.5874,0.3185,0.7028
1.0164,0.9325,-1.0954
0.4392,-0.4758,0.6029
-1.1507,0.4469,-0.2209
0.0549,-0.389,-0.7957
0.6998,0.255,-0.1919
1.2218,1.3982,-0.0121
1.0073,-1.9206,0.9367
0.9531,0.7756,-1.7007
-0.4145,1.222,1.3241
-1.1201,-0.361,-1.2448
2.2512,0.5411,-1.4038
-0.2594,1.7503,2.078
-0.9769,0.3452,1.4626
0.2091,-2.2026,-0.3414
-1.593,-0.3509,-1.1103
0.6353,0.8082,0.5727
1.2397,0.0069,-1.7018
0.7795,-1.2226,0.5328
-1.0547,-0.7598,0.6244
0.3003,0.7473,0.7518
0.9388,-0.429,0.385
-1.3631,-0.4054,0.3782
-1.3727,0.7189,0.3714
2.8723,0.4935,-0.1511
0.3712,1.0123,-1.5131
-0.2464,-0.329,-2.2214
0.5919,0.5965,-0.6519
1.5735,-0.2991,0.8455
0.6385,1.7282,0.9002
-0.4263,1.1962,-0.914
0.4197,0.8238,1.5967
-0.5139,-0.3066,-0.9927
-0.1422,-0.1593,-1.2538
-0.901,0.0122,-0.8169
0.0087,-0.0308,-1.2971
0.9236,-0.5026,-0.8947
0.0467,0.5425,-1.2844
-0.8515,1.6221,0.9602
1.0869,0.1719,-0.4992
-0.3794,-2.4297,0.0874
0.6079,-1.5894,-0.7419
0.166,3.2446,0.2701
-0.0356,0.2401,-1.745
-0.7582,-0.4726,-1.558
1.2956,0.5792,-1.149
-1.1916,-0.3829,-2.0635
-1.4659,1.1139,-0.5809
2.1367,-0.5084,0.8836
-0.1136,-1.2267,1.6413
-0.5373,-1.1337,1.9779
-2.0618,1.6339,-0.2183
-0.8463,0.2076,-0.1736
0.7199,-0.9023,2.6504
2.0845,-0.7985,0.6677
0.5041,-0.2693,-1.2502
0.3101,-1.2477,0.1129
-1.8146,0.3823,0.0654
0.0834,0.4137,-0.9348
0.574,1.119,-1.4459
-1.106,-0.0751,-0.3695
-0.197,-0.6485,0.7513
-0.0784,-0.4916,0.0013
-0.6669,0.0356,-0.3012
1.7941,0.0616,-0.2541
0.3867,-0.0193,-0.4317
-0.4007,-0.6215,-0.3879
-0.8932,-2.3455,0.22
0.6804,1.3832,1.4749
0.6082,1.5519,1.0886
-1.477,0.8218,0.5539
0.366,1.0725,-0.6314
-1.8664,-1.0662,0.1933
-0.5826,-0.0355,2.2513
-0.3675,-0.1461,0.8274
0.2379,-0.19,-2.1445
-0.8314,0.8124,-0.7575
0.3278,-0.9691,0.4989
-1.1569,1.0819,-0.579
-0.1138,0.4521,0.1917
0.2535,0.926,-0.6459
-1.0515,0.9643,-0.5579
0.2039,0.5017,-1.288
0.793,1.0748,-0.6335
-0.7608,0.3634,-0.2262
-0.0218,0.3939,-0.7141
-0.1625,1.0076,0.5823
1.3052,1.0427,0.5514
-0.9419,-2.5446,1.0561
-1.5117,0.5648,1.3406
-0.6959,1.8035,0.8463
-0.2136,0.7118,-1.1812
-0.6959,0.1851,0.9067
-1.6598,-0.4797,0.8465
-1.8871,-0.2269,-0.4108
-0.0414,1.9396,0.4441
-0.1153,1.0703,-0.993
-0.8154,1.3479,0.2633
0.809,-0.3022,0.6849
0.0787,0.3129,-0.0741
0.1141,-0.0969,0.7065
-2.1962,0.209,-0.7564
0.0828,-0.3772,0.9614
-0.8045,-1.4659,-0.1961
-0.6928,0.3795,1.1274
-0.308,0.2006,-0.3437
-0.0784,-1.4231,-0.0959
-0.8205,-0.5384,-1.3692
-1.843,0.5672,-0.3275
-1.2425,0.2699,0.4261
0.9173,0.08,1.0886
-1.3138,1.2773,0.7845
-0.1779,-0.0754,0.9908
-0.0789,-1.4369,-1.0687
-0.152,-0.8982,0.8355
0.806,0.2753,-1.042
-0.3678,-0.319,-0.1194
-0.1541,0.1215,-0.4214
0.0597,0.3646,-0.4662
-0.1313,-0.6768,0.75
0.0357,-2.6801,-0.1375
0.299,-0.1606,0.9452
1.6753,1.9631,-0.8565
0.9398,0.3302,-0.9456
-1.1963,-1.1883,-0.1723
1.6496,-0.0109,-0.5282
-1.7898,-1.8091,1.0124
1.8595,0.7099,-0.6956
-0.6912,0.8564,-0.4687
0.3629,1.4497,-0.2752
1.1828,-1.747,0.6861
-2.0592,-0.2713,-0.9933
-0.9407,-1.8973,-1.2912
0.4915,1.3405,0.4039
0.518,-2.5815,0.6164
0.672,-1.3201,1.2375
-1.0126,1.0475,1.3788
-0.3983,-0.4257,-0.187
-0.6938,1.1774,-0.4964
0.5423,1.6558,0.5121
-1.2154,0.1127,0.7036
-0.1669,-0.6129,-0.291
-0.1155,0.426,-0.1175
-1.0468,3.2661,-0.0959
-0.1892,-1.1208,-0.3103
-0.8353,-0.5315,1.0789
-0.175,-1.0874,0.7648
0.7112,-0.2103,-0.2701
-0.1864,0.415,0.4787
-1.8287,-2.4851,0.1078
-1.0051,-0.9906,-0.8284
-1.4274,1.9083,0.0405
-0.5852,-0.0548,-1.1133
-0.7682,-0.7418,-0.6667
0.8522,-0.4603,-0.9863
0.9208,0.0017,-0.5944
-0.8493,0.198,0.0457
0.1638,-1.8071,0.4125
0.65,-0.6689,1.6881
0.1717,-0.5679,0.2296
-0.9134,-0.5437,-0.5597
-0.4429,-1.0879,-2.26
-1.318,-0.5743,1.0915
0.3906,-0.0294,-0.5824
1.4012,-0.3926,0.4706
-0.6885,-0.1838,1.3065
1.892,-0.2318,0.9224
2.1429,1.0791,1.0837
0.1764,0.6238,-1.3569
-1.3223,0.5762,-0.0215
0.1692,1.1825,-0.3046
-0.1217,-0.0737,0.424
