0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.5065,0.9054,0.7682,0.9625,0.6483,0.7875,0.8355,0.6267,0.9589,0.5142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6627,0.7818,0.6249,0.989,0.9716,0.507,0.9931,0.867,0.8128,0.8647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8697,0.6421,0.5023,0.6785,0.8585,0.5728,0.9398,0.621,0.7725,0.5994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7303,0.8485,0.897,0.8793,0.8767,0.6713,0.7008,0.9586,0.6132,0.6026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7584,0.6788,0.6799,0.6461,0.9606,0.5155,0.7308,0.6659,0.8953,0.8943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8445,0.5978,0.589,0.5904,0.8153,0.9458,0.68,0.6305,0.7693,0.7944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6655,0.9717,0.7272,0.8991,0.7293,0.8779,0.9303,0.6373,0.6683,0.9052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6578,0.6484,0.8422,0.6805,0.5202,0.6785,0.582,0.6519,0.6662,0.8744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8192,0.94,0.9377,0.9141,0.8929,0.7865,0.5979,0.5697,0.7163,0.5972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9676,0.8424,0.9116,0.7099,0.7832,0.864,0.5378,0.7031,0.5107,0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.832,0.6507,0.9046,0.9266,0.7424,0.8305,0.8548,0.7711,0.6082,0.5406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.627,0.5945,0.5819,0.5637,0.746,0.7583,0.6671,0.9605,0.5506,0.6485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8259,0.8729,0.5025,0.9485,0.7521,0.7884,0.8592,0.9216,0.675,0.8026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6678,0.5247,0.7136,0.9281,0.5639,0.9048,0.6143,0.7591,0.6421,0.6246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7979,0.8515,0.9681,0.6444,0.9782,0.6541,0.6107,0.8978,0.9896,0.9157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7119,0.8604,0.964,0.6855,0.7986,0.5005,0.8246,0.9797,0.8486,0.5812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8802,0.9846,0.9484,0.7069,0.587,0.9213,0.6886,0.7479,0.9351,0.5581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7062,0.576,0.6358,0.6905,0.6863,0.5789,0.8684,0.6371,0.844,0.8446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7737,0.6338,0.7522,0.7383,0.5719,0.6976,0.922,0.762,0.9953,0.8798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8814,0.6441,0.9765,0.6998,0.6346,0.8961,0.698,0.7306,0.9703,0.6067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6919,0.9794,0.7056,0.7603,0.7998,0.8429,0.999,0.7518,0.997,0.5998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5694,0.7629,0.5827,0.7509,0.7539,0.516,0.9464,0.6314,0.8516,0.9709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8631,0.7441,0.8093,0.7168,0.604,0.5619,0.7773,0.8152,0.5693,0.7095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.527,0.8399,0.9153,0.7736,0.9509,0.8811,0.6924,0.7089,0.5811,0.7648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7722,0.9064,0.8477,0.986,0.9931,0.826,0.9771,0.5589,0.9949,0.5788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6221,0.775,0.6239,0.9925,0.733,0.592,0.8048,0.5828,0.5617,0.6246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8771,0.6934,0.882,0.5243,0.7469,0.5576,0.6963,0.7534,0.9555,0.8873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6437,0.6138,0.8245,0.663,0.6031,0.6511,0.6267,0.888,0.8813,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6894,0.6734,0.9478,0.9537,0.6873,0.5933,0.8795,0.5848,0.5843,0.7081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.528,0.9304,0.5492,0.9582,0.9821,0.6478,0.9473,0.675,0.744,0.7683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9575,0.8339,0.8283,0.7828,0.9832,0.6253,0.8093,0.7685,0.8158,0.7927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8115,0.7771,0.7221,0.9953,0.6397,0.668,0.6279,0.9764,0.991,0.5655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9872,0.7023,0.749,0.684,0.939,0.5148,0.6582,0.7901,0.8199,0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6009,0.7014,0.5106,0.895,0.6375,0.6502,0.635,0.6633,0.7173,0.6274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.674,0.9917,0.6177,0.754,0.8195,0.8805,0.8364,0.5632,0.7769,0.8407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5351,0.7334,0.5744,0.525,0.5438,0.5643,0.9282,0.8442,0.7851,0.8956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6088,0.9593,0.5327,0.6942,0.9561,0.6403,0.621,0.6699,0.6252,0.9142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6412,0.944,0.812,0.8343,0.9841,0.8583,0.9125,0.785,0.792,0.8969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8689,0.7117,0.6506,0.8009,0.5752,0.7917,0.7343,0.7555,0.8913,0.6236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7942,0.7535,0.7198,0.9757,0.6976,0.9481,0.8236,0.7205,0.9043,0.7452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8443,0.5897,0.5018,0.5158,0.6748,0.9601,0.6622,0.9771,0.7346,0.7012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9266,0.6772,0.5796,0.9607,0.5524,0.9503,0.7177,0.6801,0.7689,0.6229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
