0,1,2
0.7631,-1.272,-1.3537
-1.3149,-1.1991,-0.3783
-1.2264,0.4943,1.7139
-2.4787,1.6756,-0.16
-1.4047,-0.3767,0.4624
-0.7789,0.8462,0.3327
1.1005,-0.2103,-0.7047
0.0079,0.2199,-1.4031
-0.2621,0.3809,0.3899
-1.0926,-0.7468,0.0795
-0.9582,-2.818,-0.1253
-0.4098,-0.5106,0.5796
-1.8254,-1.439,-0.2586
-0.475,-1.1735,1.4131
0.5389,0.4776,-0.1012
1.5515,0.2018,0.5828
1.0858,-0.4111,1.2059
0.2893,-0.3026,0.0786
-0.8241,-0.5749,0.2249
0.3807,1.0674,-0.1239
-0.3935,-0.7632,0.0897
0.5497,0.3814,0.328
-0.1245,0.5846,0.8921
0.0617,-0.5613,2.2096
0.1738,0.3302,-0.4617
1.0246,-0.1441,-0.5125
0.5787,0.6363,-0.6266
0.0596,1.1603,-2.0352
0.9285,0.1008,-0.0089
0.1705,-1.0057,0.2887
0.0305,-0.5109,0.2862
0.0269,1.3695,0.5723
0.7481,0.1921,1.2075
0.8666,0.4726,1.6305
-0.2648,0.3703,-0.2116
0.6495,0.1682,-0.6189
-0.9454,-0.1917,-0.4726
-0.4726,0.8684,0.1173
-0.6641,1.1603,-0.4466
-1.3339,-0.0894,-0.5375
0.5874,0.5421,1.9957
-0.6949,1.0706,1.1277
-0.0013,0.9795,0.864
-0.6319,0.2442,0.2607
-1.5517,1.0111,1.5963
0.7323,-2.3645,1.4589
-0.523,0.432,0.3245
0.9048,0.3494,-0.0777
-0.3406,0.1277,0.1898
0.4092,-1.1328,-0.0914
0.0647,0.2361,1.4528
-0.3411,-0.2104,2.2573
-0.8212,1.1925,1.1437
0.108,1.8873,1.1567
0.6694,0.8661,-1.4663
1.6721,-1.7049,0.1456
0.2437,-0.8515,-0.3136
0.0526,-1.1483,0.1852
0.4042,-0.2913,-0.9181
0.1475,-0.7193,0.5133
0.283,1.068,-1.1906
0.8057,-1.1028,1.087
-0.2442,-0.0891,1.6604
0.2495,0.1012,-1.0465
1.0701,1.5577,-1.0914
-1.5734,0.0697,-1.3655
0.0629,0.075,1.5368
-0.3028,1.7366,-0.1968
1.0361,0.6602,-0.684
0.2738,-0.7162,0.1899
-0.0658,0.1281,0.6336
0.272,-0.3456,-0.1778
-0.3243,0.612,-0.4439
-0.7691,-0.2037,0.5281
0.2158,0.908,0.1092
-0.2884,-1.0039,0.7525
-0.1087,-0.5538,0.3102
1.1179,-0.4374,0.1652
-1.4728,0.8546,-0.9133
-0.5913,0.4446,-0.0262
-0.5247,-0.467,0.6767
0.8907,0.2378,-0.2349
-0.7987,-0.4739,0.1679
1.8946,1.3318,1.6694
-0.0717,-0.7202,-0.9635
-0.3723,1.4437,-0.6097
-0.3012,0.2712,-0.8345
-0.8956,-0.4436,-1.0168
1.017,1.6714,1.1029
-1.2558,-1.6005,-0.3627
0.1735,-0.9307,0.0687
1.7322,-0.246,-0.7409
0.4781,0.9466,-0.8784
0.772,0.962,1.7928
-0.3605,-1.8175,-0.799
-0.7361,-0.7061,-0.8463
-1.2988,1.2954,-1.7753
0.1492,0.175,-2.3703
-1.6189,1.1235,0.0907
0.9997,-1.023,1.7731
