0,1,2
1.1382,1.6263,0.2403
0.7333,0.3885,0.5751
0.2175,-0.7967,0.8944
-0.0578,-1.4846,-1.5749
-0.318,-1.8333,-0.1486
0.0825,-0.8352,0.3146
1.2712,-1.4571,0.8546
-0.5018,-0.3551,-0.6319
0.1639,1.981,-0.1102
0.2288,0.2397,-0.6181
1.0545,1.183,-0.2838
1.5402,-1.4648,-1.0947
-0.6281,1.4518,-0.8262
-0.1796,0.9706,-1.0419
0.2002,-0.0661,-1.4765
2.4739,-0.2141,-0.6323
1.0705,-0.359,1.2037
0.1574,0.6442,0.5698
0.9799,0.1088,1.7838
0.0719,-1.2299,-0.8406
-0.0937,-0.5264,1.0359
1.3997,0.7962,0.1352
0.5367,-0.1782,-0.3449
0.5173,0.8194,-0.4062
-0.6779,2.6815,-0.5387
-0.8953,1.448,0.4354
0.9102,-0.0343,0.5194
0.9759,0.4803,-1.6267
-2.0027,-0.4932,-0.0545
-1.6006,1.4658,0.839
-1.4066,0.3657,0.2114
1.395,0.4034,-1.6834
0.7027,0.1564,0.6237
-1.2017,-1.8063,-0.6339
0.7133,-1.4992,2.1429
1.3154,0.0923,-0.2586
-0.2831,-0.538,-2.0993
-0.0486,-0.4061,1.0125
0.7596,-0.9831,0.5459
1.0548,-0.7377,-2.1523
-0.1517,0.8482,-1.8711
0.4274,0.417,-2.357
0.5117,0.0418,-0.5523
0.2667,-0.3513,1.2387
1.6007,-1.9073,-0.2253
0.653,0.5419,0.2288
-0.389,1.2596,0.4009
1.4465,-0.6388,1.7087
0.0035,-0.0956,-1.3351
-1.8609,-0.1855,0.1409
