0,1,2
-0.8411,1.4769,-0.045
-0.5473,0.7091,-0.9119
1.1324,0.465,0.5284
0.2828,-0.5275,0.388
-0.648,0.4711,-1.1143
-0.4759,-1.0454,1.7799
-0.3436,0.3214,0.5856
-0.5972,-1.3002,0.4901
-1.1756,0.9371,0.7246
0.1521,-1.3108,0.0374
-1.206,0.027,-0.2547
-0.4986,-0.6434,-2.052
1.0162,0.1692,-0.8589
-1.125,-0.4439,0.6647
0.6173,0.5547,1.739
0.2747,1.0377,0.3564
1.3145,-0.8989,-1.7968
0.1578,-1.0044,-1.7755
-0.3349,-0.8961,-0.5966
0.4591,-0.6285,0.5789
0.1064,0.6628,1.4065
-0.0502,0.0511,0.9324
-0.3454,-0.8235,-0.5525
-0.815,1.1089,1.8528
-0.8471,0.2467,1.1068
1.5476,0.2713,1.089
-0.6328,0.0377,-1.126
0.2767,0.5019,-1.2176
-0.4854,-0.9889,-0.7612
1.0837,-1.1053,-0.1278
0.0907,-0.0326,-0.625
0.602,1.7029,2.2466
0.6128,0.5289,0.529
-1.0111,-0.5476,-1.1602
-1.4758,0.3025,0.2381
-0.0628,-0.295,-0.4955
-0.1409,-0.4973,-1.9372
0.3131,-1.1515,-0.7614
-0.4841,0.5753,1.1371
0.5953,-0.3987,-0.535
0.2137,-1.6199,1.4172
0.8976,-0.1451,0.1791
0.0927,1.2763,1.6472
-0.8271,-0.6706,1.4964
2.3626,0.7955,-1.2192
0.8743,0.8647,0.0136
0.4099,0.9101,-1.3118
1.6172,-1.3449,-0.297
-0.6022,1.0705,-0.3798
-0.19,-0.7834,-2.3228
