0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.3247,0.6005,0.6895,0.7966,0.8867,0.4007,0.7076,0.6773,0.506,0.7437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5812,0.4879,0.622,0.762,0.5302,0.4633,0.9981,0.4304,0.8829,0.5589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.492,0.759,0.5453,0.3519,0.811,0.9563,0.6152,0.512,0.5596,0.8694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6089,0.6813,0.7759,0.505,0.3151,0.2172,0.7556,0.8195,0.4606,0.2479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7234,0.8627,0.3927,0.6527,0.9854,0.4668,0.9593,0.2288,0.5741,0.3381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3988,0.4736,0.6878,0.2566,0.3287,0.5868,0.3544,0.432,0.8002,0.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3331,0.408,0.3353,0.6465,0.8446,0.2761,0.4363,0.4192,0.4052,0.9736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5757,0.5681,0.8402,0.8843,0.9532,0.9125,0.3568,0.4026,0.8859,0.8863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5638,0.2089,0.968,0.6183,0.7521,0.7537,0.4139,0.3396,0.2042,0.5805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6076,0.4368,0.4723,0.5441,0.6024,0.2136,0.7027,0.8235,0.4596,0.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5528,0.844,0.619,0.7262,0.6609,0.5734,0.2157,0.8068,0.6245,0.9854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
