0, initial: 0, 0.6913593770669756
6, initial: 0, 0.7004395079470234
4, initial: 0, 0.7515596185481122
1, initial: 0, 0.6996301633487686
3, initial: 0, 0.6999743975474644
6, initial: 1, 0.6848684301456088
4, initial: 1, 0.6673880426607007
5, initial: 0, 0.7875058441653493
1, initial: 1, 0.6873781265351085
9, initial: 0, 0.7570419407774016
8, initial: 0, 0.7138209888277115
7, initial: 0, 0.6310265622371033
3, initial: 1, 0.6406437968124027
0, initial: 0, 0.6913593770669756
4, initial: 2, 0.2587962801605964
2, initial: 0, 0.82283939605123
6, initial: 2, 0.25770270075097385
1, initial: 2, 0.2138719279729906
5, initial: 1, 0.7182621953971284
3, initial: 2, 0.22187771162712516
4, initial: 3, 0.7339893655498253
9, initial: 1, 0.6976936849970765
8, initial: 1, 0.6507582282537628
1, initial: 3, 0.6828838339321861
7, initial: 1, 0.6121819898394023
6, initial: 3, 0.716555940630369
5, initial: 2, 0.3071296073963592
0, initial: 1, 0.6660762825852491
3, initial: 3, 0.699345508471885
4, initial: 4, 0.832461474325315
2, initial: 1, 0.6835684387451566
1, initial: 4, 0.8507058618742099
9, initial: 2, 0.21408189756525914
6, initial: 4, 0.8712091942283584
5, initial: 3, 0.7367862353181728
4, initial: 5, 0.6732868627428561
3, initial: 4, 0.8352304271202295
8, initial: 2, 0.2883409882462574
7, initial: 2, 0.29496543040973083
0, initial: 2, 0.20761924233029402
2, initial: 2, 0.23004485195932536
6, initial: 5, 0.7203003079398497
4, initial: 6, 0.400229007570583
9, initial: 3, 0.7040796698028883
1, initial: 5, 0.6726833901573789
5, initial: 4, 0.7689854080526822
3, initial: 5, 0.6732538570977692
6, initial: 6, 0.47808917318190297
8, initial: 3, 0.7379610019078162
7, initial: 3, 0.7319184442840607
2, initial: 3, 0.7348976410763038
4, initial: 7, 0.3495556894821072
9, initial: 4, 0.8791572485711203
0, initial: 3, 0.6706656083836332
1, initial: 6, 0.4704181271788845
3, initial: 6, 0.3563356514160906
6, initial: 7, 0.3032672509539796
5, initial: 5, 0.6892392593255571
9, initial: 5, 0.7076699084081618
2, initial: 4, 0.8627156879481389
8, initial: 4, 0.7853638028682899
4, initial: 8, 0.24737179182396438
0, initial: 4, 0.9106578971173438
7, initial: 4, 0.8885398360182419
1, initial: 7, 0.23393149360114923
3, initial: 7, 0.21974495195858965
6, initial: 8, 0.2599303494973285
9, initial: 6, 0.4844797307025509
5, initial: 6, 0.45074750174599676
9, initial: 7, 0.29371430673237203
4, initial: 9, 0.11498105622504674
2, initial: 5, 0.7168665840086769
8, initial: 5, 0.6694371051519449
6, initial: 9, 0.22277064811946945
0, initial: 5, 0.6404569168268138
7, initial: 5, 0.6535700518011256
3, initial: 8, 0.2048964160426189
1, initial: 8, 0.21061806725064391
5, initial: 7, 0.3033033887690807
2, initial: 6, 0.39494567615717685
9, initial: 8, 0.19188108942439197
0, initial: 6, 0.46744040709488494
8, initial: 6, 0.360110192668444
4, initial: 10, 0.7698250312222592
6, initial: 10, 0.608832569429691
7, initial: 6, 0.45382288649258895
1, initial: 9, 0.21875635105782584
3, initial: 9, 0.1994035287788645
0, initial: 7, 0.3003786389231781
2, initial: 7, 0.25991340112815947
5, initial: 8, 0.2916568880960249
9, initial: 9, 0.270670510630845
6, initial: 11, 0.6360706062061187
8, initial: 7, 0.23580043548772303
7, initial: 7, 0.1689942715038609
4, initial: 11, 0.5855917187958959
0, initial: 8, 0.1974140699142568
1, initial: 10, 0.6385833522386068
6, initial: 12, 0.3180394355899996
3, initial: 10, 0.6300663024893415
2, initial: 8, 0.21389427981721598
4, initial: 12, 0.2681908838266031
5, initial: 9, 0.2435294167770715
8, initial: 8, 0.2907419868259301
9, initial: 10, 0.6506993721045377
7, initial: 8, 0.2969753788375272
1, initial: 11, 0.5910453314113988
0, initial: 9, 0.19994358419240432
6, initial: 13, 0.49314807407668115
4, initial: 13, 0.5147792158271401
3, initial: 11, 0.55681509063462
2, initial: 9, 0.20491995353969214
1, initial: 12, 0.2763397603164745
6, initial: 14, 0.5891506057995837
5, initial: 10, 0.741248463025633
0, initial: 10, 0.6865601954687834
8, initial: 9, 0.19149317973636615
7, initial: 9, 0.15848938700565615
9, initial: 11, 0.602799665544923
4, initial: 14, 0.542224299916273
6, initial: 15, 0.5118628835034991
1, initial: 13, 0.4580829214802381
0, initial: 11, 0.6206678436448244
3, initial: 12, 0.2843156498527286
2, initial: 10, 0.6296049410413256
5, initial: 11, 0.6050395718402817
4, initial: 15, 0.3788660724508652
8, initial: 10, 0.6525670561076834
7, initial: 10, 0.6565235137023094
6, initial: 16, 0.8465652582328791
1, initial: 14, 0.5843014898304107
9, initial: 12, 0.27467046245232984
0, initial: 12, 0.3264731065781556
4, initial: 16, 0.7793679192158436
2, initial: 11, 0.6159985546009001
5, initial: 12, 0.2350308930253914
3, initial: 13, 0.4902903680269808
6, initial: 17, 0.73611468254351
1, initial: 15, 0.4333875920210812
4, initial: 17, 0.6961066121232827
8, initial: 11, 0.6168965417221883
7, initial: 11, 0.6660059897228344
0, initial: 13, 0.46389897432797644
9, initial: 13, 0.485686781947281
6, initial: 18, 0.9109513171322
3, initial: 14, 0.47991097771776464
2, initial: 12, 0.26436176202136846
5, initial: 13, 0.5413089438610287
1, initial: 16, 0.7391536977962919
4, initial: 18, 0.9454807154765844
0, initial: 14, 0.5032879481779752
7, initial: 12, 0.2999522013932087
